"Story","Title","Result","Date","Stability","Duration (s)"
"Top Itinerary Delete Modal Batal Button","Top Itinerary Delete Modal Batal Button functionality","ERROR","2022-12-09T14:13:48.975692+07:00[Asia/Jakarta]","0.0","55.42"
"Top Itinerary Delete Modal Hapus Button","Top Itinerary Delete Modal Hapus Button functionality","ERROR","2022-12-09T14:14:44.513549+07:00[Asia/Jakarta]","0.0","25.08"
