"Story","Title","Result","Date","Stability","Duration (s)"
"Top Itinerary Delete Modal Batal Button","Top Itinerary Delete Modal Batal Button functionality","ERROR","2022-12-09T14:13:48.975692+07:00[Asia/Jakarta]","0.0","55.42"
"Top Itinerary Tableview","Column visibility","SUCCESS","2022-12-09T14:44:02.679841+07:00[Asia/Jakarta]","0.0","47.94"
