"Story","Title","Result","Date","Stability","Duration (s)"
"Top Itinerary Delete Icon","Itinerary Page Delete Button functionality","SUCCESS","2022-12-09T14:52:44.915342+07:00[Asia/Jakarta]","0.0","18.48"
"Top Itinerary Search Bar functionality","Search Top Itinerary data by name","SUCCESS","2022-12-09T14:53:03.440014+07:00[Asia/Jakarta]","0.0","17.44"
"Top Itinerary Tableview","Column visibility","SUCCESS","2022-12-09T14:53:20.914935+07:00[Asia/Jakarta]","0.0","18.41"
