"Story","Title","Result","Date","Stability","Duration (s)"
"Modal Add Itinerary Tableview","Modal Add Itinerary List itinerary","PENDING","2022-12-12T11:45:21.117072+07:00[Asia/Jakarta]","0.0","24.32"
"Modal Add Itinerary Tableview","Modal Add Itinerary Pagination limit","PENDING","2022-12-12T11:45:45.554929+07:00[Asia/Jakarta]","0.0","32.12"
