"Story","Title","Result","Date","Stability","Duration (s)"
"Modal Add Itinerary add icon","Modal Add Itinerary add icon","PENDING","2022-12-12T11:44:20.387666+07:00[Asia/Jakarta]","0.0","29.54"
"Modal Add Itinerary Tableview","Modal Add Itinerary List itinerary","PENDING","2022-12-12T11:45:21.117072+07:00[Asia/Jakarta]","0.0","24.32"
