"Story","Title","Result","Date","Stability","Duration (s)"
"Modal Add Itinerary Tableview","Modal Add Itinerary Column visibility","FAILURE","2022-12-12T11:44:49.953291+07:00[Asia/Jakarta]","0.0","31.15"
"Modal Add Itinerary Tableview","Modal Add Itinerary Pagination limit","PENDING","2022-12-12T11:45:45.554929+07:00[Asia/Jakarta]","0.0","32.12"
